SimNum,Simulation,Electoral College Winner,SimpleCanidate,Third Party EC Votes,WinningMargin,Democratic EC Votes,Republican EC Votes,Democratic State Wins,Republican State Wins,WinnerStateWins
1705,election_1705,The Republican nominee (Trump/Pence),Trump,0,-4,265,273,"Wisconsin, Iowa, Pennsylvania","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1706,election_1706,The Democratic nominee (Biden/Harris),Biden,0,5,274,264,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1707,election_1707,The Democratic nominee (Biden/Harris),Biden,0,23,292,246,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
1708,election_1708,The Democratic nominee (Biden/Harris),Biden,0,1,270,268,"Michigan, Iowa, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Iowa, Pennsylvania"
1709,election_1709,The Democratic nominee (Biden/Harris),Biden,0,24,293,245,"Wisconsin, Michigan, Ohio","Arizona, Georgia, Iowa","Wisconsin, Michigan, Ohio"
1710,election_1710,The Republican nominee (Trump/Pence),Trump,0,-27,242,296,"Wisconsin, Iowa, Pennsylvania","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1711,election_1711,The Democratic nominee (Biden/Harris),Biden,0,17,286,252,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
1712,election_1712,Tie,Tie,0,0,269,269,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia",
1713,election_1713,The Democratic nominee (Biden/Harris),Biden,0,10,279,259,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
1714,election_1714,The Democratic nominee (Biden/Harris),Biden,0,3,272,266,"Wisconsin, Georgia, Pennsylvania","Michigan, Arizona, Iowa","Wisconsin, Georgia, Pennsylvania"
1715,election_1715,The Democratic nominee (Biden/Harris),Biden,0,18,287,251,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
1716,election_1716,The Democratic nominee (Biden/Harris),Biden,0,14,283,255,"Wisconsin, Michigan, Ohio","Arizona, Georgia, Iowa","Wisconsin, Michigan, Ohio"
1717,election_1717,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Wisconsin, Michigan, Georgia","Arizona, Ohio, Florida","Wisconsin, Michigan, Georgia"
1718,election_1718,Tie,Tie,0,0,269,269,"Iowa, Florida, Pennsylvania","Wisconsin, Michigan, Arizona",
1719,election_1719,The Democratic nominee (Biden/Harris),Biden,0,5,274,264,"Michigan, Arizona, Iowa","Wisconsin, Georgia, Ohio","Michigan, Arizona, Iowa"
1720,election_1720,The Democratic nominee (Biden/Harris),Biden,0,20,289,249,"Michigan, Florida, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Florida, Pennsylvania"
1721,election_1721,The Republican nominee (Trump/Pence),Trump,0,-21,248,290,"Iowa, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1722,election_1722,The Republican nominee (Trump/Pence),Trump,0,-9,260,278,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1723,election_1723,The Democratic nominee (Biden/Harris),Biden,0,10,279,259,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Michigan, Georgia, Pennsylvania"
1724,election_1724,The Democratic nominee (Biden/Harris),Biden,0,21,290,248,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
1725,election_1725,The Democratic nominee (Biden/Harris),Biden,0,5,274,264,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1726,election_1726,The Republican nominee (Trump/Pence),Trump,0,-27,242,296,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1727,election_1727,The Republican nominee (Trump/Pence),Trump,0,-13,256,282,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1728,election_1728,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1729,election_1729,The Republican nominee (Trump/Pence),Trump,0,-23,246,292,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1730,election_1730,The Republican nominee (Trump/Pence),Trump,0,-1,268,270,"Ohio, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1731,election_1731,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
1732,election_1732,Tie,Tie,0,0,269,269,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa",
1733,election_1733,The Republican nominee (Trump/Pence),Trump,0,-12,257,281,"Arizona, Pennsylvania, NA","Wisconsin, Michigan, Georgia","Wisconsin, Michigan, Georgia"
1734,election_1734,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Michigan, Ohio, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Ohio, Pennsylvania"
1735,election_1735,The Republican nominee (Trump/Pence),Trump,0,-29,240,298,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1736,election_1736,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
1737,election_1737,The Democratic nominee (Biden/Harris),Biden,0,4,273,265,"Wisconsin, Michigan, Arizona","Georgia, Ohio, Florida","Wisconsin, Michigan, Arizona"
1738,election_1738,The Democratic nominee (Biden/Harris),Biden,0,4,273,265,"Michigan, Arizona, Iowa","Wisconsin, Georgia, Ohio","Michigan, Arizona, Iowa"
1739,election_1739,The Democratic nominee (Biden/Harris),Biden,0,29,298,240,"Michigan, Florida, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Florida, Pennsylvania"
1740,election_1740,The Republican nominee (Trump/Pence),Trump,0,-1,268,270,"Georgia, Iowa, Pennsylvania","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1741,election_1741,The Democratic nominee (Biden/Harris),Biden,0,34,303,235,"Michigan, Georgia, Iowa","Wisconsin, Arizona, Florida","Michigan, Georgia, Iowa"
1742,election_1742,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1743,election_1743,The Republican nominee (Trump/Pence),Trump,0,-4,265,273,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1744,election_1744,The Republican nominee (Trump/Pence),Trump,0,-12,257,281,"Michigan, Iowa, Ohio","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1745,election_1745,The Democratic nominee (Biden/Harris),Biden,0,29,298,240,"Michigan, Arizona, Iowa","Wisconsin, Georgia, Florida","Michigan, Arizona, Iowa"
1746,election_1746,The Democratic nominee (Biden/Harris),Biden,0,15,284,254,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
1747,election_1747,The Republican nominee (Trump/Pence),Trump,0,-10,259,279,"Michigan, Ohio, Pennsylvania","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1748,election_1748,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Michigan, Georgia, Pennsylvania"
1749,election_1749,The Democratic nominee (Biden/Harris),Biden,0,6,275,263,"Michigan, Iowa, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Iowa, Pennsylvania"
1750,election_1750,The Republican nominee (Trump/Pence),Trump,0,-13,256,282,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1751,election_1751,The Democratic nominee (Biden/Harris),Biden,0,3,272,266,"Michigan, Nevada, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Nevada, Pennsylvania"
1752,election_1752,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Michigan, Arizona, Iowa","Wisconsin, Georgia, Ohio","Wisconsin, Georgia, Ohio"
1753,election_1753,The Republican nominee (Trump/Pence),Trump,0,-8,261,277,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1754,election_1754,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
1755,election_1755,The Republican nominee (Trump/Pence),Trump,0,-20,249,289,"Wisconsin, Iowa, Pennsylvania","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1756,election_1756,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1757,election_1757,The Democratic nominee (Biden/Harris),Biden,0,25,294,244,"Wisconsin, Michigan, Georgia","Arizona, Ohio, Florida","Wisconsin, Michigan, Georgia"
1758,election_1758,The Republican nominee (Trump/Pence),Trump,0,-10,259,279,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1759,election_1759,The Republican nominee (Trump/Pence),Trump,0,-37,232,306,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1760,election_1760,The Republican nominee (Trump/Pence),Trump,0,-27,242,296,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1761,election_1761,The Democratic nominee (Biden/Harris),Biden,0,20,289,249,"Wisconsin, Michigan, Arizona","Georgia, Ohio, Florida","Wisconsin, Michigan, Arizona"
1762,election_1762,The Republican nominee (Trump/Pence),Trump,0,-29,240,298,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1763,election_1763,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Michigan, Iowa, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Iowa, Pennsylvania"
1764,election_1764,The Democratic nominee (Biden/Harris),Biden,0,1,270,268,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1765,election_1765,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1766,election_1766,The Democratic nominee (Biden/Harris),Biden,0,24,293,245,"Wisconsin, Michigan, Arizona","Iowa, Ohio, Florida","Wisconsin, Michigan, Arizona"
1767,election_1767,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
1768,election_1768,The Republican nominee (Trump/Pence),Trump,0,-3,266,272,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1769,election_1769,The Republican nominee (Trump/Pence),Trump,0,-14,255,283,"Arizona, Pennsylvania, NA","Wisconsin, Michigan, Georgia","Wisconsin, Michigan, Georgia"
1770,election_1770,The Democratic nominee (Biden/Harris),Biden,0,5,274,264,"Florida, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Florida, Pennsylvania, NA"
1771,election_1771,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
1772,election_1772,The Democratic nominee (Biden/Harris),Biden,0,51,320,218,"Wisconsin, Michigan, Ohio","Arizona, Georgia, Iowa","Wisconsin, Michigan, Ohio"
1773,election_1773,The Democratic nominee (Biden/Harris),Biden,0,20,289,249,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
1774,election_1774,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Wisconsin, Georgia, Iowa"
1775,election_1775,The Republican nominee (Trump/Pence),Trump,0,-25,244,294,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1776,election_1776,The Democratic nominee (Biden/Harris),Biden,0,17,286,252,"Wisconsin, Michigan, Ohio","Arizona, Georgia, Iowa","Wisconsin, Michigan, Ohio"
1777,election_1777,The Republican nominee (Trump/Pence),Trump,0,-12,257,281,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1778,election_1778,The Republican nominee (Trump/Pence),Trump,0,-4,265,273,"Georgia, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1779,election_1779,The Democratic nominee (Biden/Harris),Biden,0,31,300,238,"Wisconsin, Michigan, Arizona","Ohio, Florida, Nevada","Wisconsin, Michigan, Arizona"
1780,election_1780,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Georgia, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1781,election_1781,The Democratic nominee (Biden/Harris),Biden,0,60,329,209,"Wisconsin, Michigan, Arizona","Iowa, Florida, Nevada","Wisconsin, Michigan, Arizona"
1782,election_1782,The Republican nominee (Trump/Pence),Trump,0,-11,258,280,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1783,election_1783,The Republican nominee (Trump/Pence),Trump,0,-33,236,302,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1784,election_1784,The Democratic nominee (Biden/Harris),Biden,0,19,288,250,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
1785,election_1785,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1786,election_1786,The Democratic nominee (Biden/Harris),Biden,0,7,276,262,"Wisconsin, Georgia, Pennsylvania","Michigan, Arizona, Iowa","Wisconsin, Georgia, Pennsylvania"
1787,election_1787,The Republican nominee (Trump/Pence),Trump,0,-31,238,300,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1788,election_1788,The Republican nominee (Trump/Pence),Trump,0,-15,254,284,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1789,election_1789,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Iowa, Ohio, Pennsylvania","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1790,election_1790,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1791,election_1791,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Arizona, Georgia, Ohio"
1792,election_1792,The Democratic nominee (Biden/Harris),Biden,0,16,285,253,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
1793,election_1793,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1794,election_1794,The Democratic nominee (Biden/Harris),Biden,0,22,291,247,"Wisconsin, Arizona, Ohio","Michigan, Georgia, Iowa","Wisconsin, Arizona, Ohio"
1795,election_1795,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
1796,election_1796,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Wisconsin, Georgia, Pennsylvania","Michigan, Arizona, Iowa","Wisconsin, Georgia, Pennsylvania"
1797,election_1797,Tie,Tie,0,0,269,269,"Florida, Pennsylvania, NA","Wisconsin, Michigan, Arizona",
1798,election_1798,The Democratic nominee (Biden/Harris),Biden,3,2,271,264,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Michigan, Pennsylvania, NA"
1799,election_1799,The Democratic nominee (Biden/Harris),Biden,0,14,283,255,"Wisconsin, Michigan, Arizona","Iowa, Ohio, Florida","Wisconsin, Michigan, Arizona"
1800,election_1800,The Republican nominee (Trump/Pence),Trump,0,-14,255,283,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
1801,election_1801,The Republican nominee (Trump/Pence),Trump,0,-9,260,278,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1802,election_1802,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1803,election_1803,The Democratic nominee (Biden/Harris),Biden,0,15,284,254,"Michigan, Arizona, Georgia","Wisconsin, Ohio, Florida","Michigan, Arizona, Georgia"
1804,election_1804,The Republican nominee (Trump/Pence),Trump,0,-25,244,294,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
1805,election_1805,The Democratic nominee (Biden/Harris),Biden,3,6,275,260,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
1806,election_1806,The Republican nominee (Trump/Pence),Trump,0,-5,264,274,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1807,election_1807,The Republican nominee (Trump/Pence),Trump,0,-3,266,272,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
1808,election_1808,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
1809,election_1809,The Democratic nominee (Biden/Harris),Biden,0,39,308,230,"Michigan, Georgia, Florida","Wisconsin, Arizona, Iowa","Michigan, Georgia, Florida"
1810,election_1810,The Democratic nominee (Biden/Harris),Biden,0,16,285,253,"Wisconsin, Michigan, Nevada","Arizona, Georgia, Iowa","Wisconsin, Michigan, Nevada"
1811,election_1811,The Democratic nominee (Biden/Harris),Biden,0,20,289,249,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
1812,election_1812,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1813,election_1813,The Democratic nominee (Biden/Harris),Biden,0,5,274,264,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Michigan, Pennsylvania, NA"
1814,election_1814,The Republican nominee (Trump/Pence),Trump,0,-9,260,278,"Wisconsin, Arizona, Pennsylvania","Michigan, Georgia, Iowa","Michigan, Georgia, Iowa"
1815,election_1815,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
1816,election_1816,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
1817,election_1817,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
1818,election_1818,The Republican nominee (Trump/Pence),Trump,0,-21,248,290,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
1819,election_1819,The Democratic nominee (Biden/Harris),Biden,3,9,278,257,"Arizona, Florida, Pennsylvania","Wisconsin, Michigan, Georgia","Arizona, Florida, Pennsylvania"
1820,election_1820,The Democratic nominee (Biden/Harris),Biden,0,43,312,226,"Wisconsin, Iowa, Ohio","Michigan, Arizona, Georgia","Wisconsin, Iowa, Ohio"
1821,election_1821,The Democratic nominee (Biden/Harris),Biden,0,15,284,254,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Michigan, Georgia, Pennsylvania"
1822,election_1822,The Democratic nominee (Biden/Harris),Biden,0,20,289,249,"Wisconsin, Michigan, Ohio","Arizona, Georgia, Iowa","Wisconsin, Michigan, Ohio"
1823,election_1823,The Democratic nominee (Biden/Harris),Biden,0,20,289,249,"Wisconsin, Michigan, Georgia","Arizona, Ohio, Florida","Wisconsin, Michigan, Georgia"
1824,election_1824,The Republican nominee (Trump/Pence),Trump,0,-6,263,275,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Wisconsin, Arizona, Iowa"
